nios2-terminal: connected to hardware target using JTAG UART on cable
nios2-terminal: "USB-Blaster [USB-0]", device 1, instance 0
nios2-terminal: (Use the IDE stop button or Ctrl-C to terminate)

Interrupt method selected. 
Period, Pulse_Width, BG_Tasks Run, Latency, Missed, Multiple 

Please, press PB0 to continue.
Interrupt method selected. 
Period, Pulse_Width, BG_Tasks Run, Latency, Missed, Multiple 

Please, press PB0 to continue.
Tight polling method selected. 
Period, Pulse_Width, BG_Tasks Run, Latency, Missed, Multiple 

Please, press PB0 to continue.
1386, 693, 5765, 79, 0, 0
1388, 694, 5757, 76, 0, 0
1390, 695, 5749, 79, 0, 0
1392, 696, 5741, 63, 0, 0
1394, 697, 5733, 73, 0, 0
1396, 698, 5725, 71, 0, 0
1398, 699, 5717, 62, 0, 0
1400, 700, 5709, 66, 0, 0
1402, 701, 5700, 57, 0, 0
1404, 702, 5692, 76, 0, 0
1406, 703, 5684, 91, 0, 0
1408, 704, 5677, 71, 0, 0
1410, 705, 5668, 80, 0, 0
1412, 706, 5661, 80, 0, 0
1414, 707, 5653, 76, 0, 0
1416, 708, 5644, 80, 0, 0
1418, 709, 7045, 69, 0, 0
1420, 710, 5629, 71, 0, 0
1422, 711, 7025, 71, 0, 0
1424, 712, 5613, 78, 0, 0
1426, 713, 7005, 69, 0, 0
1428, 714, 5597, 65, 0, 0
1430, 715, 5589, 85, 0, 0
1432, 716, 6976, 76, 0, 0
1434, 717, 6966, 76, 0, 0
1436, 718, 6956, 77, 0, 0
1438, 719, 6946, 71, 0, 0
1440, 720, 6936, 76, 0, 0
1442, 721, 6930, 68, 0, 0
1444, 722, 6920, 72, 0, 0
1446, 723, 6910, 67, 0, 0
1448, 724, 6900, 65, 0, 0
1450, 725, 6890, 74, 0, 0
1452, 726, 6880, 71, 0, 0
1454, 727, 6871, 54, 0, 0
1456, 728, 6861, 54, 0, 0
1458, 729, 6851, 60, 0, 0
1460, 730, 6841, 68, 0, 0
1462, 731, 6834, 79, 0, 0
1464, 732, 6824, 93, 0, 0
1466, 733, 6814, 100, 0, 0
1468, 734, 6805, 90, 0, 0
1470, 735, 6796, 78, 0, 0
1472, 736, 6786, 82, 0, 0
1474, 737, 6780, 79, 0, 0
1476, 738, 6770, 72, 0, 0
1478, 739, 6760, 78, 0, 0
1480, 740, 6750, 72, 0, 0
1482, 741, 6741, 78, 0, 0
1484, 742, 6731, 81, 0, 0
1486, 743, 6725, 74, 0, 0
1488, 744, 6715, 69, 0, 0
1490, 745, 6705, 68, 0, 0
1492, 746, 6696, 65, 0, 0
1494, 747, 6686, 66, 0, 0
1496, 748, 6680, 82, 0, 0
1498, 749, 6670, 91, 0, 0
1500, 750, 6660, 76, 0, 0
1502, 751, 6651, 80, 0, 0
1504, 752, 6645, 69, 0, 0
1506, 753, 6635, 70, 0, 0
1508, 754, 6625, 78, 0, 0
1510, 755, 6616, 76, 0, 0
1512, 756, 6610, 77, 0, 0
1514, 757, 6600, 67, 0, 0
1516, 758, 6590, 70, 0, 0
1518, 759, 6581, 71, 0, 0
1520, 760, 6575, 80, 0, 0
1522, 761, 6565, 76, 0, 0
1524, 762, 6556, 80, 0, 0
1526, 763, 6546, 68, 0, 0
1528, 764, 6540, 86, 0, 0
1530, 765, 6530, 64, 0, 0
1532, 766, 6521, 68, 0, 0
1534, 767, 6515, 77, 0, 0
1536, 768, 6505, 69, 0, 0
1538, 769, 6496, 79, 0, 0
1540, 770, 6490, 69, 0, 0
1542, 771, 6480, 72, 0, 0
1544, 772, 6471, 82, 0, 0
1546, 773, 6461, 73, 0, 0
1548, 774, 6455, 76, 0, 0
1550, 775, 6446, 75, 0, 0
1552, 776, 6440, 78, 0, 0
1554, 777, 6430, 65, 0, 0
1556, 778, 6421, 75, 0, 0
1558, 779, 6415, 72, 0, 0
1560, 780, 6405, 73, 0, 0
1562, 781, 6396, 70, 0, 0
1564, 782, 6390, 69, 0, 0
1566, 783, 6380, 72, 0, 0
1568, 784, 6371, 70, 0, 0
1570, 785, 6365, 72, 0, 0
1572, 786, 6356, 69, 0, 0
1574, 787, 6350, 81, 0, 0
1576, 788, 6340, 70, 0, 0
1578, 789, 6331, 73, 0, 0
1580, 790, 6325, 73, 0, 0
1582, 791, 6316, 76, 0, 0
1584, 792, 6310, 73, 0, 0
1586, 793, 6300, 73, 0, 0
1588, 794, 6291, 71, 0, 0
1590, 795, 6285, 74, 0, 0
1592, 796, 6276, 75, 0, 0
1594, 797, 6270, 71, 0, 0
1596, 798, 6260, 74, 0, 0
1598, 799, 6255, 69, 0, 0
1600, 800, 6245, 74, 0, 0
1602, 801, 6236, 62, 0, 0
1604, 802, 6230, 48, 0, 0
1606, 803, 6221, 56, 0, 0
1608, 804, 6215, 72, 0, 0
1610, 805, 6206, 66, 0, 0
1612, 806, 6200, 66, 0, 0
1614, 807, 6191, 74, 0, 0
1616, 808, 6185, 73, 0, 0
1618, 809, 6176, 67, 0, 0
1620, 810, 6170, 68, 0, 0
1622, 811, 7391, 71, 0, 0
1624, 812, 6155, 70, 0, 0
1626, 813, 7373, 76, 0, 0
1628, 814, 7363, 75, 0, 0
1630, 815, 7355, 74, 0, 0
1632, 816, 7345, 65, 0, 0
1634, 817, 7337, 68, 0, 0
1636, 818, 7331, 71, 0, 0
1638, 819, 7319, 75, 0, 0
1640, 820, 7313, 68, 0, 0
1642, 821, 7302, 71, 0, 0
1644, 822, 7295, 73, 0, 0
1646, 823, 7284, 70, 0, 0
1648, 824, 7277, 78, 0, 0
1650, 825, 7267, 74, 0, 0
1652, 826, 7259, 73, 0, 0
1654, 827, 7249, 70, 0, 0
1656, 828, 7241, 77, 0, 0
1658, 829, 7231, 72, 0, 0
1660, 830, 7223, 66, 0, 0
1662, 831, 7213, 62, 0, 0
1664, 832, 7205, 68, 0, 0
1666, 833, 7199, 79, 0, 0
1668, 834, 7188, 76, 0, 0
1670, 835, 7181, 79, 0, 0
1672, 836, 7171, 75, 0, 0
1674, 837, 7163, 73, 0, 0
1676, 838, 7153, 72, 0, 0
1678, 839, 7145, 75, 0, 0
1680, 840, 7139, 77, 0, 0
1682, 841, 7129, 77, 0, 0
1684, 842, 7121, 75, 0, 0
1686, 843, 7111, 70, 0, 0
1688, 844, 7103, 70, 0, 0
1690, 845, 7097, 72, 0, 0
1692, 846, 7086, 75, 0, 0
1694, 847, 7079, 69, 0, 0
1696, 848, 7069, 73, 0, 0
1698, 849, 7061, 72, 0, 0
1700, 850, 7055, 73, 0, 0
1702, 851, 7045, 79, 0, 0
1704, 852, 7037, 71, 0, 0
1706, 853, 7027, 67, 0, 0
1708, 854, 7020, 72, 0, 0
1710, 855, 7013, 75, 0, 0
1712, 856, 7003, 76, 0, 0
1714, 857, 6995, 82, 0, 0
1716, 858, 6989, 71, 0, 0
1718, 859, 6979, 71, 0, 0
1720, 860, 6971, 82, 0, 0
1722, 861, 6965, 74, 0, 0
1724, 862, 6955, 71, 0, 0
1726, 863, 6947, 74, 0, 0
1728, 864, 6941, 75, 0, 0
1730, 865, 6931, 73, 0, 0
1732, 866, 6923, 73, 0, 0
1734, 867, 6917, 83, 0, 0
1736, 868, 6907, 73, 0, 0
1738, 869, 6899, 61, 0, 0
1740, 870, 6893, 90, 0, 0
1742, 871, 6883, 68, 0, 0
1744, 872, 6875, 74, 0, 0
1746, 873, 6869, 76, 0, 0
1748, 874, 6859, 77, 0, 0
1750, 875, 6852, 75, 0, 0
1752, 876, 6845, 75, 0, 0
1754, 877, 6835, 74, 0, 0
1756, 878, 6829, 77, 0, 0
1758, 879, 6821, 71, 0, 0
1760, 880, 6815, 74, 0, 0
1762, 881, 6805, 72, 0, 0
1764, 882, 6797, 72, 0, 0
1766, 883, 6791, 75, 0, 0
1768, 884, 6781, 69, 0, 0
1770, 885, 6775, 54, 0, 0
1772, 886, 6767, 75, 0, 0
1774, 887, 6761, 78, 0, 0
1776, 888, 6751, 83, 0, 0
1778, 889, 6744, 71, 0, 0
1780, 890, 6738, 69, 0, 0
1782, 891, 6731, 77, 0, 0
1784, 892, 6721, 80, 0, 0
1786, 893, 6714, 72, 0, 0
1788, 894, 6708, 74, 0, 0
1790, 895, 6702, 77, 0, 0
1792, 896, 6691, 72, 0, 0
1794, 897, 6684, 63, 0, 0
1796, 898, 6678, 78, 0, 0
1798, 899, 6672, 64, 0, 0
1800, 900, 6661, 72, 0, 0
1802, 901, 6655, 46, 0, 0
1804, 902, 6648, 53, 0, 0
1806, 903, 6642, 65, 0, 0
1808, 904, 6631, 75, 0, 0
1810, 905, 6625, 85, 0, 0
1812, 906, 6618, 90, 0, 0
1814, 907, 6611, 110, 0, 0
1816, 908, 6606, 82, 0, 0
1818, 909, 7694, 72, 0, 0
1820, 910, 7686, 69, 0, 0
1822, 911, 7678, 70, 0, 0
1824, 912, 6575, 76, 0, 0
1826, 913, 6569, 71, 0, 0
1828, 914, 7652, 70, 0, 0
1830, 915, 6553, 72, 0, 0
1832, 916, 7636, 63, 0, 0
1834, 917, 7629, 68, 0, 0
1836, 918, 7622, 69, 0, 0
1838, 919, 7610, 70, 0, 0
1840, 920, 7603, 57, 0, 0
1842, 921, 7595, 74, 0, 0
1844, 922, 7586, 85, 0, 0
1846, 923, 7580, 76, 0, 0
1848, 924, 7573, 68, 0, 0
1850, 925, 7561, 77, 0, 0
1852, 926, 7554, 72, 0, 0
1854, 927, 7546, 68, 0, 0
1856, 928, 7538, 66, 0, 0
1858, 929, 7531, 62, 0, 0
1860, 930, 7524, 69, 0, 0
1862, 931, 7512, 47, 0, 0
1864, 932, 7505, 59, 0, 0
1866, 933, 7497, 64, 0, 0
1868, 934, 7489, 76, 0, 0
1870, 935, 7481, 91, 0, 0
1872, 936, 7475, 99, 0, 0
1874, 937, 7468, 79, 0, 0
1876, 938, 7456, 84, 0, 0
1878, 939, 7449, 71, 0, 0
1880, 940, 7441, 83, 0, 0
1882, 941, 7434, 74, 0, 0
1884, 942, 7426, 68, 0, 0
1886, 943, 7419, 70, 0, 0
1888, 944, 7412, 74, 0, 0
1890, 945, 7405, 81, 0, 0
1892, 946, 7393, 76, 0, 0
1894, 947, 7386, 77, 0, 0
1896, 948, 7379, 73, 0, 0
1898, 949, 7371, 68, 0, 0
1900, 950, 7363, 69, 0, 0
1902, 951, 7356, 75, 0, 0
1904, 952, 7349, 71, 0, 0
1906, 953, 7342, 74, 0, 0
1908, 954, 7335, 76, 0, 0
1910, 955, 7328, 72, 0, 0
1912, 956, 7316, 70, 0, 0
1914, 957, 7309, 72, 0, 0
1916, 958, 7302, 77, 0, 0
1918, 959, 7294, 73, 0, 0
1920, 960, 7287, 68, 0, 0
1922, 961, 7279, 70, 0, 0
1924, 962, 7272, 72, 0, 0
1926, 963, 7265, 74, 0, 0
1928, 964, 7258, 75, 0, 0
1930, 965, 7251, 70, 0, 0
1932, 966, 7244, 72, 0, 0
1934, 967, 7237, 89, 0, 0
1936, 968, 7225, 73, 0, 0
1938, 969, 7218, 50, 0, 0
1940, 970, 7211, 79, 0, 0
1942, 971, 7204, 63, 0, 0
1944, 972, 7197, 75, 0, 0
1946, 973, 7190, 74, 0, 0
1948, 974, 7182, 76, 0, 0
1950, 975, 7175, 72, 0, 0
1952, 976, 7167, 75, 0, 0
1954, 977, 7160, 74, 0, 0
1956, 978, 7153, 67, 0, 0
1958, 979, 7146, 70, 0, 0
1960, 980, 7139, 77, 0, 0
1962, 981, 7132, 74, 0, 0
1964, 982, 7125, 75, 0, 0
1966, 983, 7118, 67, 0, 0
1968, 984, 7111, 70, 0, 0
1970, 985, 7104, 73, 0, 0
1972, 986, 7097, 70, 0, 0
1974, 987, 7090, 81, 0, 0
1976, 988, 7083, 75, 0, 0
1978, 989, 7076, 67, 0, 0
1980, 990, 7069, 76, 0, 0
1982, 991, 7062, 74, 0, 0
1984, 992, 7055, 69, 0, 0
1986, 993, 7048, 64, 0, 0
1988, 994, 7041, 71, 0, 0
1990, 995, 7034, 70, 0, 0
1992, 996, 7027, 68, 0, 0
1994, 997, 7020, 71, 0, 0
1996, 998, 7013, 76, 0, 0
1998, 999, 7006, 74, 0, 0
2000, 1000, 6999, 70, 0, 0
2002, 1001, 6992, 76, 0, 0
2004, 1002, 6985, 74, 0, 0
2006, 1003, 6978, 68, 0, 0
2008, 1004, 6971, 78, 0, 0
2010, 1005, 6964, 57, 0, 0
2012, 1006, 6957, 87, 0, 0
2014, 1007, 6950, 82, 0, 0
2016, 1008, 6943, 68, 0, 0
2018, 1009, 7926, 73, 0, 0
2020, 1010, 6929, 74, 0, 0
2022, 1011, 7910, 70, 0, 0
2024, 1012, 7902, 69, 0, 0
2026, 1013, 7894, 74, 0, 0
2028, 1014, 7886, 70, 0, 0
2030, 1015, 7878, 73, 0, 0
2032, 1016, 7870, 68, 0, 0
2034, 1017, 7862, 69, 0, 0
2036, 1018, 7854, 73, 0, 0
2038, 1019, 7846, 70, 0, 0
2040, 1020, 7838, 74, 0, 0
2042, 1021, 7830, 73, 0, 0
2044, 1022, 7822, 73, 0, 0
2046, 1023, 7815, 72, 0, 0
2048, 1024, 7807, 69, 0, 0
2050, 1025, 7800, 78, 0, 0
2052, 1026, 7792, 69, 0, 0
2054, 1027, 7785, 72, 0, 0
2056, 1028, 7777, 74, 0, 0
2058, 1029, 7769, 69, 0, 0
2060, 1030, 7761, 74, 0, 0
2062, 1031, 7753, 68, 0, 0
2064, 1032, 7750, 70, 0, 0
2066, 1033, 7742, 68, 0, 0
2068, 1034, 7734, 82, 0, 0
2070, 1035, 7726, 43, 0, 0
2072, 1036, 7718, 66, 0, 0
2074, 1037, 7710, 80, 0, 0
2076, 1038, 7702, 70, 0, 0
2078, 1039, 7695, 77, 0, 0
2080, 1040, 7688, 66, 0, 0
2082, 1041, 7680, 77, 0, 0
2084, 1042, 7673, 70, 0, 0
2086, 1043, 7665, 76, 0, 0
2088, 1044, 7657, 70, 0, 0
2090, 1045, 7654, 67, 0, 0
2092, 1046, 7646, 68, 0, 0
2094, 1047, 7638, 76, 0, 0
2096, 1048, 7630, 75, 0, 0
2098, 1049, 7622, 79, 0, 0
2100, 1050, 7614, 77, 0, 0
2102, 1051, 7607, 81, 0, 0
2104, 1052, 7600, 74, 0, 0
2106, 1053, 7593, 79, 0, 0
2108, 1054, 7585, 81, 0, 0
2110, 1055, 7577, 66, 0, 0
2112, 1056, 7574, 74, 0, 0
2114, 1057, 7566, 73, 0, 0
2116, 1058, 7558, 71, 0, 0
2118, 1059, 7550, 69, 0, 0
2120, 1060, 7543, 66, 0, 0
2122, 1061, 7536, 75, 0, 0
2124, 1062, 7529, 69, 0, 0
2126, 1063, 7521, 75, 0, 0
2128, 1064, 7513, 73, 0, 0
2130, 1065, 7510, 76, 0, 0
2132, 1066, 7502, 74, 0, 0
2134, 1067, 7494, 70, 0, 0
2136, 1068, 7486, 68, 0, 0
2138, 1069, 7479, 75, 0, 0
2140, 1070, 7473, 72, 0, 0
2142, 1071, 7465, 66, 0, 0
2144, 1072, 7457, 56, 0, 0
2146, 1073, 7454, 69, 0, 0
2148, 1074, 7446, 81, 0, 0
2150, 1075, 7438, 77, 0, 0
2152, 1076, 7431, 69, 0, 0
2154, 1077, 7424, 75, 0, 0
2156, 1078, 7417, 73, 0, 0
2158, 1079, 7409, 77, 0, 0
2160, 1080, 7406, 81, 0, 0
2162, 1081, 7398, 72, 0, 0
2164, 1082, 7390, 68, 0, 0
2166, 1083, 7383, 59, 0, 0
2168, 1084, 7376, 69, 0, 0
2170, 1085, 7369, 75, 0, 0
2172, 1086, 7361, 73, 0, 0
2174, 1087, 7359, 68, 0, 0
2176, 1088, 7350, 66, 0, 0
2178, 1089, 7342, 66, 0, 0
2180, 1090, 7335, 80, 0, 0
2182, 1091, 7329, 86, 0, 0
2184, 1092, 7321, 72, 0, 0
2186, 1093, 7319, 70, 0, 0
2188, 1094, 7311, 69, 0, 0
2190, 1095, 7302, 68, 0, 0
2192, 1096, 7295, 69, 0, 0
2194, 1097, 7289, 74, 0, 0
2196, 1098, 7281, 70, 0, 0
2198, 1099, 7279, 71, 0, 0
2200, 1100, 7271, 65, 0, 0
2202, 1101, 7263, 61, 0, 0
2204, 1102, 7256, 68, 0, 0
2206, 1103, 7249, 58, 0, 0
2208, 1104, 7241, 65, 0, 0
2210, 1105, 7239, 51, 0, 0
2212, 1106, 7231, 59, 0, 0
2214, 1107, 7223, 71, 0, 0
2216, 1108, 7217, 83, 0, 0
2218, 1109, 7209, 94, 0, 0
2220, 1110, 8107, 73, 0, 0
2222, 1111, 8097, 70, 0, 0
2224, 1112, 7191, 84, 0, 0
2226, 1113, 7184, 82, 0, 0
2228, 1114, 7177, 78, 0, 0
2230, 1115, 7175, 73, 0, 0
2232, 1116, 8062, 73, 0, 0
2234, 1117, 8052, 74, 0, 0
2236, 1118, 8045, 72, 0, 0
2238, 1119, 8038, 68, 0, 0
2240, 1120, 8035, 66, 0, 0
2242, 1121, 8026, 75, 0, 0
2244, 1122, 8017, 72, 0, 0
2246, 1123, 8010, 72, 0, 0
2248, 1124, 8002, 78, 0, 0
2250, 1125, 7999, 69, 0, 0
2252, 1126, 7989, 77, 0, 0
2254, 1127, 7981, 75, 0, 0
2256, 1128, 7974, 74, 0, 0
2258, 1129, 7966, 71, 0, 0
2260, 1130, 7963, 68, 0, 0
2262, 1131, 7954, 71, 0, 0
2264, 1132, 7946, 71, 0, 0
2266, 1133, 7939, 72, 0, 0
2268, 1134, 7936, 55, 0, 0
2270, 1135, 7926, 74, 0, 0
2272, 1136, 7918, 90, 0, 0
2274, 1137, 7911, 109, 0, 0
2276, 1138, 7903, 80, 0, 0
2278, 1139, 7900, 86, 0, 0
2280, 1140, 7891, 76, 0, 0
2282, 1141, 7883, 77, 0, 0
2284, 1142, 7876, 66, 0, 0
2286, 1143, 7873, 80, 0, 0
2288, 1144, 7864, 81, 0, 0
2290, 1145, 7856, 71, 0, 0
2292, 1146, 7849, 68, 0, 0
2294, 1147, 7846, 80, 0, 0
2296, 1148, 7837, 76, 0, 0
2298, 1149, 7829, 73, 0, 0
2300, 1150, 7822, 78, 0, 0
2302, 1151, 7819, 78, 0, 0
2304, 1152, 7810, 68, 0, 0
2306, 1153, 7801, 67, 0, 0
2308, 1154, 7795, 96, 0, 0
2310, 1155, 7792, 73, 0, 0
2312, 1156, 7783, 74, 0, 0
2314, 1157, 7775, 66, 0, 0
2316, 1158, 7768, 73, 0, 0
2318, 1159, 7765, 78, 0, 0
2320, 1160, 7756, 72, 0, 0
2322, 1161, 7748, 71, 0, 0
2324, 1162, 7741, 72, 0, 0
2326, 1163, 7738, 71, 0, 0
2328, 1164, 7729, 75, 0, 0
2330, 1165, 7722, 74, 0, 0
2332, 1166, 7714, 71, 0, 0
2334, 1167, 7711, 69, 0, 0
2336, 1168, 7702, 70, 0, 0
2338, 1169, 7695, 68, 0, 0
2340, 1170, 7687, 75, 0, 0
2342, 1171, 7684, 47, 0, 0
2344, 1172, 7675, 67, 0, 0
2346, 1173, 7669, 80, 0, 0
2348, 1174, 7666, 68, 0, 0
2350, 1175, 7657, 75, 0, 0
2352, 1176, 7649, 77, 0, 0
2354, 1177, 7642, 72, 0, 0
2356, 1178, 7639, 76, 0, 0
2358, 1179, 7630, 72, 0, 0
2360, 1180, 7624, 74, 0, 0
2362, 1181, 7621, 73, 0, 0
2364, 1182, 7612, 69, 0, 0
2366, 1183, 7604, 75, 0, 0
2368, 1184, 7597, 75, 0, 0
2370, 1185, 7594, 75, 0, 0
2372, 1186, 7585, 77, 0, 0
2374, 1187, 7579, 76, 0, 0
2376, 1188, 7576, 72, 0, 0
2378, 1189, 7567, 70, 0, 0
2380, 1190, 7559, 83, 0, 0
2382, 1191, 7552, 65, 0, 0
2384, 1192, 7549, 74, 0, 0
2386, 1193, 7540, 71, 0, 0
2388, 1194, 7534, 73, 0, 0
2390, 1195, 7531, 75, 0, 0
2392, 1196, 7522, 84, 0, 0
2394, 1197, 7516, 74, 0, 0
2396, 1198, 7513, 72, 0, 0
2398, 1199, 7504, 75, 0, 0
2400, 1200, 7497, 75, 0, 0
2402, 1201, 7489, 70, 0, 0
2404, 1202, 7486, 74, 0, 0
2406, 1203, 7478, 72, 0, 0
2408, 1204, 7471, 72, 0, 0
2410, 1205, 7468, 70, 0, 0
2412, 1206, 7459, 70, 0, 0
2414, 1207, 8281, 73, 0, 0
2416, 1208, 7450, 97, 0, 0
2418, 1209, 7441, 53, 0, 0
2420, 1210, 8260, 71, 0, 0
2422, 1211, 7432, 66, 0, 0
2424, 1212, 8247, 76, 0, 0
2426, 1213, 8240, 79, 0, 0
2428, 1214, 8237, 71, 0, 0
2430, 1215, 8227, 73, 0, 0
2432, 1216, 8219, 70, 0, 0
2434, 1217, 8217, 74, 0, 0
2436, 1218, 8207, 69, 0, 0
2438, 1219, 8199, 75, 0, 0
2440, 1220, 8197, 75, 0, 0
2442, 1221, 8187, 70, 0, 0
2444, 1222, 8179, 77, 0, 0
2446, 1223, 8171, 89, 0, 0
2448, 1224, 8167, 72, 0, 0
2450, 1225, 8159, 71, 0, 0
2452, 1226, 8151, 68, 0, 0
2454, 1227, 8147, 74, 0, 0
2456, 1228, 8139, 71, 0, 0
2458, 1229, 8137, 74, 0, 0
2460, 1230, 8127, 80, 0, 0
2462, 1231, 8120, 70, 0, 0
2464, 1232, 8117, 68, 0, 0
2466, 1233, 8107, 75, 0, 0
2468, 1234, 8100, 64, 0, 0
2470, 1235, 8097, 84, 0, 0
2472, 1236, 8087, 64, 0, 0
2474, 1237, 8080, 81, 0, 0
2476, 1238, 8077, 71, 0, 0
2478, 1239, 8067, 76, 0, 0
2480, 1240, 8061, 71, 0, 0
2482, 1241, 8057, 77, 0, 0
2484, 1242, 8047, 75, 0, 0
2486, 1243, 8041, 67, 0, 0
2488, 1244, 8037, 75, 0, 0
2490, 1245, 8028, 70, 0, 0
2492, 1246, 8021, 78, 0, 0
2494, 1247, 8017, 71, 0, 0
2496, 1248, 8009, 69, 0, 0
2498, 1249, 8007, 72, 0, 0
2500, 1250, 7997, 73, 0, 0
2502, 1251, 7990, 77, 0, 0
2504, 1252, 7987, 74, 0, 0
2506, 1253, 7977, 76, 0, 0
2508, 1254, 7971, 64, 0, 0
2510, 1255, 7967, 76, 0, 0
2512, 1256, 7958, 75, 0, 0
2514, 1257, 7951, 76, 0, 0
2516, 1258, 7947, 76, 0, 0
2518, 1259, 7939, 78, 0, 0
2520, 1260, 7937, 74, 0, 0
2522, 1261, 7927, 72, 0, 0
2524, 1262, 7920, 79, 0, 0
2526, 1263, 7917, 78, 0, 0
2528, 1264, 7907, 75, 0, 0
2530, 1265, 7901, 68, 0, 0
2532, 1266, 7897, 72, 0, 0
2534, 1267, 7889, 69, 0, 0
2536, 1268, 7888, 72, 0, 0
2538, 1269, 7877, 77, 0, 0
2540, 1270, 7871, 82, 0, 0
2542, 1271, 7867, 85, 0, 0
2544, 1272, 7858, 77, 0, 0
2546, 1273, 7851, 108, 0, 0
2548, 1274, 7847, 69, 0, 0
2550, 1275, 7840, 70, 0, 0
2552, 1276, 7837, 78, 0, 0
2554, 1277, 7827, 78, 0, 0
2556, 1278, 7821, 78, 0, 0
2558, 1279, 7818, 69, 0, 0
2560, 1280, 7809, 72, 0, 0
2562, 1281, 7807, 78, 0, 0
2564, 1282, 7797, 73, 0, 0
2566, 1283, 7791, 75, 0, 0
2568, 1284, 7787, 68, 0, 0
2570, 1285, 7779, 72, 0, 0
2572, 1286, 7777, 72, 0, 0
2574, 1287, 7767, 69, 0, 0
2576, 1288, 7761, 79, 0, 0
2578, 1289, 7757, 67, 0, 0
2580, 1290, 7749, 61, 0, 0
2582, 1291, 7741, 78, 0, 0
2584, 1292, 7738, 70, 0, 0
2586, 1293, 7731, 72, 0, 0
2588, 1294, 7727, 77, 0, 0
2590, 1295, 7719, 71, 0, 0
2592, 1296, 7717, 77, 0, 0
2594, 1297, 7707, 67, 0, 0
2596, 1298, 7701, 88, 0, 0
2598, 1299, 7697, 67, 0, 0
2600, 1300, 7689, 77, 0, 0
2602, 1301, 7687, 74, 0, 0
2604, 1302, 7678, 67, 0, 0
2606, 1303, 7671, 72, 0, 0
2608, 1304, 7668, 68, 0, 0
2610, 1305, 7660, 66, 0, 0
2612, 1306, 7658, 62, 0, 0
2614, 1307, 7648, 57, 0, 0
2616, 1308, 8405, 77, 0, 0
2618, 1309, 8400, 79, 0, 0
2620, 1310, 8393, 78, 0, 0
2622, 1311, 8390, 75, 0, 0
2624, 1312, 8380, 76, 0, 0
2626, 1313, 8379, 75, 0, 0
2628, 1314, 8368, 68, 0, 0
2630, 1315, 7601, 67, 0, 0
2632, 1316, 8357, 66, 0, 0
2634, 1317, 8348, 72, 0, 0
2636, 1318, 8346, 72, 0, 0
2638, 1319, 8336, 73, 0, 0
2640, 1320, 8335, 67, 0, 0
2642, 1321, 8324, 68, 0, 0
2644, 1322, 8317, 72, 0, 0
2646, 1323, 8313, 80, 0, 0
2648, 1324, 8305, 63, 0, 0
2650, 1325, 8302, 69, 0, 0
2652, 1326, 8292, 74, 0, 0
2654, 1327, 8291, 68, 0, 0
2656, 1328, 8280, 74, 0, 0
2658, 1329, 8273, 70, 0, 0
2660, 1330, 8269, 67, 0, 0
2662, 1331, 8261, 71, 0, 0
2664, 1332, 8258, 70, 0, 0
2666, 1333, 8248, 76, 0, 0
2668, 1334, 8247, 44, 0, 0
2670, 1335, 8236, 65, 0, 0
2672, 1336, 8229, 95, 0, 0
2674, 1337, 8225, 91, 0, 0
2676, 1338, 8218, 77, 0, 0
2678, 1339, 8214, 79, 0, 0
2680, 1340, 8206, 77, 0, 0
2682, 1341, 8203, 77, 0, 0
2684, 1342, 8193, 72, 0, 0
2686, 1343, 8192, 76, 0, 0
2688, 1344, 8181, 84, 0, 0
2690, 1345, 8174, 75, 0, 0
2692, 1346, 8170, 74, 0, 0
2694, 1347, 8163, 80, 0, 0
2696, 1348, 8159, 72, 0, 0
2698, 1349, 8151, 65, 0, 0
2700, 1350, 8148, 70, 0, 0
2702, 1351, 8139, 78, 0, 0
2704, 1352, 8137, 77, 0, 0
2706, 1353, 8126, 66, 0, 0
2708, 1354, 8126, 94, 0, 0
2710, 1355, 8115, 68, 0, 0
2712, 1356, 8108, 72, 0, 0
2714, 1357, 8104, 73, 0, 0
2716, 1358, 8097, 74, 0, 0
2718, 1359, 8093, 75, 0, 0
2720, 1360, 8085, 76, 0, 0
2722, 1361, 8082, 71, 0, 0
2724, 1362, 8073, 70, 0, 0
2726, 1363, 8071, 77, 0, 0
2728, 1364, 8061, 80, 0, 0
2730, 1365, 8060, 70, 0, 0
2732, 1366, 8049, 71, 0, 0
2734, 1367, 8042, 67, 0, 0
2736, 1368, 8038, 80, 0, 0
2738, 1369, 8031, 70, 0, 0
2740, 1370, 8027, 78, 0, 0
2742, 1371, 8020, 64, 0, 0
2744, 1372, 8016, 82, 0, 0
2746, 1373, 8009, 80, 0, 0
2748, 1374, 8005, 68, 0, 0
2750, 1375, 7997, 69, 0, 0
2752, 1376, 7994, 79, 0, 0
2754, 1377, 7985, 75, 0, 0
2756, 1378, 7983, 75, 0, 0
2758, 1379, 7974, 73, 0, 0
2760, 1380, 7972, 74, 0, 0
2762, 1381, 7962, 67, 0, 0
2764, 1382, 7961, 76, 0, 0
2766, 1383, 7951, 72, 0, 0
2768, 1384, 7950, 79, 0, 0
2770, 1385, 7939, 72, 0, 0
2772, 1386, 7932, 73, 0, 0
2774, 1387, 7928, 71, 0, 0
2776, 1388, 7921, 72, 0, 0
2778, 1389, 7917, 73, 0, 0
2780, 1390, 7910, 66, 0, 0
2782, 1391, 7906, 74, 0, 0
2784, 1392, 7899, 74, 0, 0
2786, 1393, 7895, 73, 0, 0
2788, 1394, 7888, 74, 0, 0
