nios2-terminal: connected to hardware target using JTAG UART on cable
nios2-terminal: "USB-Blaster [USB-0]", device 1, instance 0
nios2-terminal: (Use the IDE stop button or Ctrl-C to terminate)

Interrupt method selected. 
Period, Pulse_Width, BG_Tasks Run, Latency, Missed, Multiple 

Please, press PB0 to continue.
2886, 1443, 12133, 232, 0, 0
2888, 1444, 12142, 232, 0, 0
2890, 1445, 12136, 232, 0, 0
2892, 1446, 12144, 232, 0, 0
2894, 1447, 12139, 232, 0, 0
2896, 1448, 12148, 232, 0, 0
2898, 1449, 12141, 232, 0, 0
2900, 1450, 12147, 232, 0, 0
2902, 1451, 12142, 232, 0, 0
2904, 1452, 12148, 232, 0, 0
2906, 1453, 12146, 232, 0, 0
2908, 1454, 12149, 232, 0, 0
2910, 1455, 12147, 232, 0, 0
2912, 1456, 12150, 232, 0, 0
2914, 1457, 12149, 232, 0, 0
2916, 1458, 12151, 232, 0, 0
2918, 1459, 12154, 232, 0, 0
2920, 1460, 12150, 232, 0, 0
2922, 1461, 12153, 232, 0, 0
2924, 1462, 12154, 232, 0, 0
2926, 1463, 12162, 232, 0, 0
2928, 1464, 12154, 232, 0, 0
2930, 1465, 12164, 232, 0, 0
2932, 1466, 12158, 232, 0, 0
2934, 1467, 12164, 232, 0, 0
2936, 1468, 12158, 232, 0, 0
2938, 1469, 12163, 232, 0, 0
2940, 1470, 12160, 232, 0, 0
2942, 1471, 12162, 232, 0, 0
2944, 1472, 12164, 232, 0, 0
2946, 1473, 12163, 232, 0, 0
2948, 1474, 12164, 232, 0, 0
2950, 1475, 12168, 232, 0, 0
2952, 1476, 12181, 232, 0, 0
2954, 1477, 12175, 232, 0, 0
2956, 1478, 12180, 232, 0, 0
2958, 1479, 12173, 232, 0, 0
2960, 1480, 12176, 232, 0, 0
2962, 1481, 12171, 232, 0, 0
2964, 1482, 12173, 232, 0, 0
2966, 1483, 12171, 232, 0, 0
2968, 1484, 12173, 232, 0, 0
2970, 1485, 12173, 232, 0, 0
2972, 1486, 12177, 232, 0, 0
2974, 1487, 12184, 232, 0, 0
2976, 1488, 12180, 232, 0, 0
2978, 1489, 12186, 232, 0, 0
2980, 1490, 12180, 232, 0, 0
2982, 1491, 12186, 232, 0, 0
2984, 1492, 12186, 232, 0, 0
2986, 1493, 12186, 232, 0, 0
2988, 1494, 12185, 232, 0, 0
2990, 1495, 12185, 232, 0, 0
2992, 1496, 12195, 232, 0, 0
2994, 1497, 12185, 232, 0, 0
2996, 1498, 12195, 232, 0, 0
2998, 1499, 12189, 232, 0, 0
3000, 1500, 12195, 232, 0, 0
3002, 1501, 12192, 232, 0, 0
3004, 1502, 12196, 232, 0, 0
3006, 1503, 12191, 232, 0, 0
3008, 1504, 12194, 232, 0, 0
3010, 1505, 12205, 232, 0, 0
3012, 1506, 12195, 232, 0, 0
3014, 1507, 12204, 232, 0, 0
3016, 1508, 12197, 232, 0, 0
3018, 1509, 12204, 232, 0, 0
3020, 1510, 12200, 232, 0, 0
3022, 1511, 12201, 232, 0, 0
3024, 1512, 12201, 232, 0, 0
3026, 1513, 12201, 232, 0, 0
3028, 1514, 12214, 232, 0, 0
3030, 1515, 12204, 232, 0, 0
3032, 1516, 12208, 232, 0, 0
3034, 1517, 12205, 232, 0, 0
3036, 1518, 12208, 232, 0, 0
3038, 1519, 12209, 232, 0, 0
3040, 1520, 12210, 232, 0, 0
3042, 1521, 12219, 232, 0, 0
3044, 1522, 12210, 232, 0, 0
3046, 1523, 12218, 232, 0, 0
3048, 1524, 12212, 232, 0, 0
3050, 1525, 12217, 232, 0, 0
3052, 1526, 12215, 232, 0, 0
3054, 1527, 12213, 232, 0, 0
3056, 1528, 12224, 232, 0, 0
3058, 1529, 12221, 232, 0, 0
3060, 1530, 12223, 232, 0, 0
3062, 1531, 12218, 232, 0, 0
3064, 1532, 12229, 232, 0, 0
3066, 1533, 12219, 232, 0, 0
3068, 1534, 12219, 232, 0, 0
3070, 1535, 12229, 232, 0, 0
3072, 1536, 12223, 232, 0, 0
3074, 1537, 12229, 232, 0, 0
3076, 1538, 12226, 232, 0, 0
3078, 1539, 12228, 232, 0, 0
3080, 1540, 12226, 232, 0, 0
3082, 1541, 12227, 232, 0, 0
3084, 1542, 12236, 232, 0, 0
3086, 1543, 12228, 232, 0, 0
3088, 1544, 12233, 232, 0, 0
3090, 1545, 12230, 232, 0, 0
3092, 1546, 12231, 232, 0, 0
3094, 1547, 12231, 232, 0, 0
3096, 1548, 12233, 232, 0, 0
3098, 1549, 12244, 232, 0, 0
3100, 1550, 12246, 233, 0, 0
3102, 1551, 12241, 232, 0, 0
3104, 1552, 12241, 232, 0, 0
3106, 1553, 12239, 232, 0, 0
3108, 1554, 12247, 232, 0, 0
3110, 1555, 12239, 232, 0, 0
3112, 1556, 12242, 232, 0, 0
3114, 1557, 12241, 232, 0, 0
3116, 1558, 12242, 232, 0, 0
3118, 1559, 12248, 232, 0, 0
3120, 1560, 12247, 232, 0, 0
3122, 1561, 12250, 232, 0, 0
3124, 1562, 12244, 232, 0, 0
3126, 1563, 12249, 232, 0, 0
3128, 1564, 12248, 232, 0, 0
3130, 1565, 12248, 232, 0, 0
3132, 1566, 12255, 232, 0, 0
3134, 1567, 12251, 232, 0, 0
3136, 1568, 12253, 232, 0, 0
3138, 1569, 12254, 232, 0, 0
3140, 1570, 12249, 232, 0, 0
3142, 1571, 12259, 232, 0, 0
3144, 1572, 12254, 232, 0, 0
3146, 1573, 12260, 232, 0, 0
3148, 1574, 12257, 232, 0, 0
3150, 1575, 12257, 232, 0, 0
3152, 1576, 12262, 232, 0, 0
3154, 1577, 12259, 232, 0, 0
3156, 1578, 12262, 232, 0, 0
3158, 1579, 12259, 232, 0, 0
3160, 1580, 12261, 232, 0, 0
3162, 1581, 12269, 232, 0, 0
3164, 1582, 12263, 232, 0, 0
3166, 1583, 12265, 232, 0, 0
3168, 1584, 12265, 232, 0, 0
3170, 1585, 12265, 232, 0, 0
3172, 1586, 12273, 232, 0, 0
3174, 1587, 12267, 232, 0, 0
3176, 1588, 12271, 232, 0, 0
3178, 1589, 12269, 232, 0, 0
3180, 1590, 12268, 232, 0, 0
3182, 1591, 12277, 232, 0, 0
3184, 1592, 12272, 232, 0, 0
3186, 1593, 12275, 232, 0, 0
3188, 1594, 12274, 232, 0, 0
3190, 1595, 12276, 232, 0, 0
3192, 1596, 12282, 232, 0, 0
3194, 1597, 12277, 232, 0, 0
3196, 1598, 12278, 232, 0, 0
3198, 1599, 12287, 232, 0, 0
3200, 1600, 12280, 232, 0, 0
3202, 1601, 12283, 232, 0, 0
3204, 1602, 12280, 232, 0, 0
3206, 1603, 12282, 232, 0, 0
3208, 1604, 12290, 232, 0, 0
3210, 1605, 12283, 232, 0, 0
3212, 1606, 12290, 232, 0, 0
3214, 1607, 12283, 232, 0, 0
3216, 1608, 12284, 232, 0, 0
3218, 1609, 12293, 232, 0, 0
3220, 1610, 12286, 232, 0, 0
3222, 1611, 12289, 232, 0, 0
3224, 1612, 12290, 232, 0, 0
3226, 1613, 12289, 232, 0, 0
3228, 1614, 12296, 232, 0, 0
3230, 1615, 12290, 232, 0, 0
3232, 1616, 12291, 232, 0, 0
3234, 1617, 12299, 232, 0, 0
3236, 1618, 12290, 232, 0, 0
3238, 1619, 12298, 232, 0, 0
3240, 1620, 12293, 232, 0, 0
3242, 1621, 12293, 232, 0, 0
3244, 1622, 12305, 232, 0, 0
3246, 1623, 12302, 232, 0, 0
3248, 1624, 12306, 232, 0, 0
3250, 1625, 12312, 232, 0, 0
3252, 1626, 12302, 232, 0, 0
3254, 1627, 12305, 232, 0, 0
3256, 1628, 12300, 232, 0, 0
3258, 1629, 12299, 232, 0, 0
3260, 1630, 12307, 232, 0, 0
3262, 1631, 12300, 232, 0, 0
3264, 1632, 12304, 232, 0, 0
3266, 1633, 12306, 232, 0, 0
3268, 1634, 12304, 232, 0, 0
3270, 1635, 12312, 232, 0, 0
3272, 1636, 12307, 232, 0, 0
3274, 1637, 12307, 232, 0, 0
3276, 1638, 12316, 232, 0, 0
3278, 1639, 12313, 232, 0, 0
3280, 1640, 12312, 232, 0, 0
3282, 1641, 12321, 232, 0, 0
3284, 1642, 12311, 232, 0, 0
3286, 1643, 12317, 232, 0, 0
3288, 1644, 12311, 232, 0, 0
3290, 1645, 12315, 232, 0, 0
3292, 1646, 12321, 232, 0, 0
3294, 1647, 12316, 232, 0, 0
3296, 1648, 12318, 232, 0, 0
3298, 1649, 12328, 232, 0, 0
3300, 1650, 12316, 232, 0, 0
3302, 1651, 12322, 232, 0, 0
3304, 1652, 12318, 232, 0, 0
3306, 1653, 12320, 232, 0, 0
3308, 1654, 12327, 232, 0, 0
3310, 1655, 12325, 232, 0, 0
3312, 1656, 12324, 232, 0, 0
3314, 1657, 12331, 232, 0, 0
3316, 1658, 12323, 232, 0, 0
3318, 1659, 12326, 232, 0, 0
3320, 1660, 12334, 232, 0, 0
3322, 1661, 12330, 232, 0, 0
3324, 1662, 12327, 232, 0, 0
3326, 1663, 12327, 232, 0, 0
3328, 1664, 12328, 232, 0, 0
3330, 1665, 12333, 232, 0, 0
3332, 1666, 12332, 232, 0, 0
3334, 1667, 12332, 232, 0, 0
3336, 1668, 12339, 232, 0, 0
3338, 1669, 12333, 232, 0, 0
3340, 1670, 12335, 232, 0, 0
3342, 1671, 12342, 232, 0, 0
3344, 1672, 12335, 232, 0, 0
3346, 1673, 12343, 232, 0, 0
3348, 1674, 12344, 232, 0, 0
3350, 1675, 12337, 232, 0, 0
3352, 1676, 12346, 232, 0, 0
3354, 1677, 12339, 232, 0, 0
3356, 1678, 12341, 232, 0, 0
3358, 1679, 12351, 232, 0, 0
3360, 1680, 12340, 232, 0, 0
3362, 1681, 12339, 232, 0, 0
3364, 1682, 12348, 232, 0, 0
3366, 1683, 12344, 232, 0, 0
3368, 1684, 12344, 232, 0, 0
3370, 1685, 12353, 232, 0, 0
3372, 1686, 12345, 232, 0, 0
3374, 1687, 12347, 232, 0, 0
3376, 1688, 12356, 232, 0, 0
3378, 1689, 12348, 232, 0, 0
3380, 1690, 12350, 232, 0, 0
3382, 1691, 12358, 232, 0, 0
3384, 1692, 12349, 232, 0, 0
3386, 1693, 12352, 232, 0, 0
3388, 1694, 12350, 232, 0, 0
3390, 1695, 12354, 232, 0, 0
3392, 1696, 12361, 232, 0, 0
3394, 1697, 12364, 233, 0, 0
3396, 1698, 12356, 232, 0, 0
3398, 1699, 12364, 232, 0, 0
3400, 1700, 12358, 232, 0, 0
3402, 1701, 12356, 232, 0, 0
3404, 1702, 12362, 232, 0, 0
3406, 1703, 12356, 232, 0, 0
3408, 1704, 12357, 232, 0, 0
3410, 1705, 12365, 232, 0, 0
3412, 1706, 12357, 232, 0, 0
3414, 1707, 12364, 232, 0, 0
3416, 1708, 12369, 232, 0, 0
3418, 1709, 12360, 232, 0, 0
3420, 1710, 12364, 232, 0, 0
3422, 1711, 12372, 232, 0, 0
3424, 1712, 12364, 232, 0, 0
3426, 1713, 12365, 232, 0, 0
3428, 1714, 12374, 232, 0, 0
3430, 1715, 12366, 232, 0, 0
3432, 1716, 12370, 232, 0, 0
3434, 1717, 12374, 232, 0, 0
3436, 1718, 12367, 232, 0, 0
3438, 1719, 12371, 232, 0, 0
3440, 1720, 12381, 232, 0, 0
3442, 1721, 12371, 232, 0, 0
3444, 1722, 12379, 232, 0, 0
3446, 1723, 12379, 232, 0, 0
3448, 1724, 12371, 232, 0, 0
3450, 1725, 12376, 232, 0, 0
3452, 1726, 12382, 232, 0, 0
3454, 1727, 12375, 232, 0, 0
3456, 1728, 12378, 232, 0, 0
3458, 1729, 12386, 232, 0, 0
3460, 1730, 12375, 232, 0, 0
3462, 1731, 12381, 232, 0, 0
3464, 1732, 12388, 232, 0, 0
3466, 1733, 12380, 232, 0, 0
3468, 1734, 12383, 232, 0, 0
3470, 1735, 12390, 232, 0, 0
3472, 1736, 12381, 232, 0, 0
3474, 1737, 12384, 232, 0, 0
3476, 1738, 12392, 232, 0, 0
3478, 1739, 12384, 232, 0, 0
3480, 1740, 12387, 232, 0, 0
3482, 1741, 12395, 232, 0, 0
3484, 1742, 12388, 232, 0, 0
3486, 1743, 12389, 232, 0, 0
3488, 1744, 12397, 232, 0, 0
3490, 1745, 12388, 232, 0, 0
3492, 1746, 12391, 232, 0, 0
3494, 1747, 12400, 232, 0, 0
3496, 1748, 12390, 232, 0, 0
3498, 1749, 12392, 232, 0, 0
3500, 1750, 12400, 232, 0, 0
3502, 1751, 12390, 232, 0, 0
3504, 1752, 12394, 232, 0, 0
3506, 1753, 12404, 232, 0, 0
3508, 1754, 12393, 232, 0, 0
3510, 1755, 12395, 232, 0, 0
3512, 1756, 12403, 232, 0, 0
3514, 1757, 12396, 232, 0, 0
3516, 1758, 12399, 232, 0, 0
3518, 1759, 12405, 232, 0, 0
3520, 1760, 12399, 232, 0, 0
3522, 1761, 12399, 232, 0, 0
3524, 1762, 12405, 232, 0, 0
3526, 1763, 12400, 232, 0, 0
3528, 1764, 12400, 232, 0, 0
3530, 1765, 12405, 232, 0, 0
3532, 1766, 12403, 232, 0, 0
3534, 1767, 12401, 232, 0, 0
3536, 1768, 12407, 232, 0, 0
3538, 1769, 12407, 232, 0, 0
3540, 1770, 12410, 232, 0, 0
3542, 1771, 12415, 232, 0, 0
3544, 1772, 12420, 232, 0, 0
3546, 1773, 12410, 232, 0, 0
3548, 1774, 12411, 232, 0, 0
3550, 1775, 12417, 232, 0, 0
3552, 1776, 12407, 232, 0, 0
3554, 1777, 12408, 232, 0, 0
3556, 1778, 12416, 232, 0, 0
3558, 1779, 12409, 232, 0, 0
3560, 1780, 12412, 232, 0, 0
3562, 1781, 12419, 232, 0, 0
3564, 1782, 12415, 232, 0, 0
3566, 1783, 12413, 232, 0, 0
3568, 1784, 12420, 232, 0, 0
3570, 1785, 12416, 232, 0, 0
3572, 1786, 12418, 232, 0, 0
3574, 1787, 12421, 232, 0, 0
3576, 1788, 12418, 232, 0, 0
3578, 1789, 12417, 232, 0, 0
3580, 1790, 12422, 232, 0, 0
3582, 1791, 12427, 232, 0, 0
3584, 1792, 12421, 232, 0, 0
3586, 1793, 12422, 232, 0, 0
3588, 1794, 12429, 232, 0, 0
3590, 1795, 12423, 232, 0, 0
3592, 1796, 12424, 232, 0, 0
3594, 1797, 12428, 232, 0, 0
3596, 1798, 12424, 232, 0, 0
3598, 1799, 12426, 232, 0, 0
3600, 1800, 12430, 232, 0, 0
3602, 1801, 12426, 232, 0, 0
3604, 1802, 12428, 232, 0, 0
3606, 1803, 12432, 232, 0, 0
3608, 1804, 12438, 232, 0, 0
3610, 1805, 12427, 232, 0, 0
3612, 1806, 12430, 232, 0, 0
3614, 1807, 12437, 232, 0, 0
3616, 1808, 12434, 232, 0, 0
3618, 1809, 12427, 232, 0, 0
3620, 1810, 12437, 232, 0, 0
3622, 1811, 12432, 232, 0, 0
3624, 1812, 12431, 232, 0, 0
3626, 1813, 12439, 232, 0, 0
3628, 1814, 12435, 232, 0, 0
3630, 1815, 12435, 232, 0, 0
3632, 1816, 12438, 232, 0, 0
3634, 1817, 12446, 232, 0, 0
3636, 1818, 12436, 232, 0, 0
3638, 1819, 12438, 232, 0, 0
3640, 1820, 12450, 232, 0, 0
3642, 1821, 12436, 232, 0, 0
3644, 1822, 12439, 232, 0, 0
3646, 1823, 12449, 232, 0, 0
3648, 1824, 12441, 232, 0, 0
3650, 1825, 12442, 232, 0, 0
3652, 1826, 12450, 232, 0, 0
3654, 1827, 12451, 232, 0, 0
3656, 1828, 12441, 232, 0, 0
3658, 1829, 12443, 232, 0, 0
3660, 1830, 12452, 232, 0, 0
3662, 1831, 12445, 232, 0, 0
3664, 1832, 12444, 232, 0, 0
3666, 1833, 12451, 232, 0, 0
3668, 1834, 12447, 232, 0, 0
3670, 1835, 12447, 232, 0, 0
3672, 1836, 12451, 232, 0, 0
3674, 1837, 12457, 232, 0, 0
3676, 1838, 12448, 232, 0, 0
3678, 1839, 12449, 232, 0, 0
3680, 1840, 12456, 232, 0, 0
3682, 1841, 12450, 232, 0, 0
3684, 1842, 12451, 232, 0, 0
3686, 1843, 12460, 232, 0, 0
3688, 1844, 12473, 232, 0, 0
3690, 1845, 12456, 232, 0, 0
3692, 1846, 12459, 232, 0, 0
3694, 1847, 12465, 232, 0, 0
3696, 1848, 12456, 232, 0, 0
3698, 1849, 12455, 232, 0, 0
3700, 1850, 12460, 232, 0, 0
3702, 1851, 12457, 232, 0, 0
3704, 1852, 12457, 232, 0, 0
3706, 1853, 12458, 232, 0, 0
3708, 1854, 12470, 232, 0, 0
3710, 1855, 12460, 232, 0, 0
3712, 1856, 12458, 232, 0, 0
3714, 1857, 12467, 232, 0, 0
3716, 1858, 12462, 232, 0, 0
3718, 1859, 12462, 232, 0, 0
3720, 1860, 12465, 232, 0, 0
3722, 1861, 12474, 232, 0, 0
3724, 1862, 12463, 232, 0, 0
3726, 1863, 12466, 232, 0, 0
3728, 1864, 12469, 232, 0, 0
3730, 1865, 12465, 232, 0, 0
3732, 1866, 12466, 232, 0, 0
3734, 1867, 12472, 232, 0, 0
3736, 1868, 12478, 232, 0, 0
3738, 1869, 12473, 232, 0, 0
3740, 1870, 12467, 232, 0, 0
3742, 1871, 12477, 232, 0, 0
3744, 1872, 12470, 232, 0, 0
3746, 1873, 12469, 232, 0, 0
3748, 1874, 12474, 232, 0, 0
3750, 1875, 12482, 232, 0, 0
3752, 1876, 12473, 232, 0, 0
3754, 1877, 12471, 232, 0, 0
3756, 1878, 12481, 232, 0, 0
3758, 1879, 12474, 232, 0, 0
3760, 1880, 12475, 232, 0, 0
3762, 1881, 12479, 232, 0, 0
3764, 1882, 12486, 232, 0, 0
3766, 1883, 12476, 232, 0, 0
3768, 1884, 12476, 232, 0, 0
3770, 1885, 12484, 232, 0, 0
3772, 1886, 12479, 232, 0, 0
3774, 1887, 12479, 232, 0, 0
3776, 1888, 12483, 232, 0, 0
3778, 1889, 12491, 232, 0, 0
3780, 1890, 12482, 232, 0, 0
3782, 1891, 12482, 232, 0, 0
3784, 1892, 12487, 232, 0, 0
3786, 1893, 12484, 232, 0, 0
3788, 1894, 12485, 232, 0, 0
3790, 1895, 12485, 232, 0, 0
3792, 1896, 12493, 232, 0, 0
3794, 1897, 12486, 232, 0, 0
3796, 1898, 12485, 232, 0, 0
3798, 1899, 12491, 232, 0, 0
3800, 1900, 12499, 232, 0, 0
3802, 1901, 12486, 232, 0, 0
3804, 1902, 12488, 232, 0, 0
3806, 1903, 12495, 232, 0, 0
3808, 1904, 12490, 232, 0, 0
3810, 1905, 12492, 232, 0, 0
3812, 1906, 12494, 232, 0, 0
3814, 1907, 12500, 232, 0, 0
3816, 1908, 12492, 232, 0, 0
3818, 1909, 12491, 232, 0, 0
3820, 1910, 12497, 232, 0, 0
3822, 1911, 12504, 232, 0, 0
3824, 1912, 12492, 232, 0, 0
3826, 1913, 12495, 232, 0, 0
3828, 1914, 12500, 232, 0, 0
3830, 1915, 12495, 232, 0, 0
3832, 1916, 12498, 232, 0, 0
3834, 1917, 12504, 232, 0, 0
3836, 1918, 12512, 232, 0, 0
3838, 1919, 12502, 232, 0, 0
3840, 1920, 12500, 232, 0, 0
3842, 1921, 12505, 232, 0, 0
3844, 1922, 12510, 232, 0, 0
3846, 1923, 12499, 232, 0, 0
3848, 1924, 12498, 232, 0, 0
3850, 1925, 12505, 232, 0, 0
3852, 1926, 12500, 232, 0, 0
3854, 1927, 12503, 232, 0, 0
3856, 1928, 12504, 232, 0, 0
3858, 1929, 12513, 232, 0, 0
3860, 1930, 12504, 232, 0, 0
3862, 1931, 12504, 232, 0, 0
3864, 1932, 12509, 232, 0, 0
3866, 1933, 12518, 232, 0, 0
3868, 1934, 12507, 232, 0, 0
3870, 1935, 12507, 232, 0, 0
3872, 1936, 12512, 232, 0, 0
3874, 1937, 12509, 232, 0, 0
3876, 1938, 12507, 232, 0, 0
3878, 1939, 12510, 232, 0, 0
3880, 1940, 12517, 232, 0, 0
3882, 1941, 12511, 232, 0, 0
3884, 1942, 12511, 232, 0, 0
3886, 1943, 12515, 232, 0, 0
3888, 1944, 12519, 232, 0, 0
3890, 1945, 12513, 232, 0, 0
3892, 1946, 12511, 232, 0, 0
3894, 1947, 12517, 232, 0, 0
3896, 1948, 12525, 232, 0, 0
3898, 1949, 12517, 232, 0, 0
3900, 1950, 12516, 232, 0, 0
3902, 1951, 12521, 232, 0, 0
3904, 1952, 12526, 232, 0, 0
3906, 1953, 12517, 232, 0, 0
3908, 1954, 12517, 232, 0, 0
3910, 1955, 12527, 232, 0, 0
3912, 1956, 12520, 232, 0, 0
3914, 1957, 12518, 232, 0, 0
3916, 1958, 12520, 232, 0, 0
3918, 1959, 12526, 232, 0, 0
3920, 1960, 12522, 232, 0, 0
3922, 1961, 12522, 232, 0, 0
3924, 1962, 12524, 232, 0, 0
3926, 1963, 12530, 232, 0, 0
3928, 1964, 12524, 232, 0, 0
3930, 1965, 12523, 232, 0, 0
3932, 1966, 12527, 232, 0, 0
3934, 1967, 12538, 232, 0, 0
3936, 1968, 12524, 232, 0, 0
3938, 1969, 12526, 232, 0, 0
3940, 1970, 12533, 232, 0, 0
3942, 1971, 12536, 232, 0, 0
3944, 1972, 12529, 232, 0, 0
3946, 1973, 12533, 232, 0, 0
3948, 1974, 12531, 232, 0, 0
3950, 1975, 12537, 232, 0, 0
3952, 1976, 12529, 232, 0, 0
3954, 1977, 12530, 232, 0, 0
3956, 1978, 12535, 232, 0, 0
3958, 1979, 12543, 232, 0, 0
3960, 1980, 12532, 232, 0, 0
3962, 1981, 12532, 232, 0, 0
3964, 1982, 12538, 232, 0, 0
3966, 1983, 12545, 232, 0, 0
3968, 1984, 12533, 232, 0, 0
3970, 1985, 12533, 232, 0, 0
3972, 1986, 12539, 232, 0, 0
3974, 1987, 12545, 232, 0, 0
3976, 1988, 12534, 232, 0, 0
3978, 1989, 12536, 232, 0, 0
3980, 1990, 12546, 232, 0, 0
3982, 1991, 12557, 232, 0, 0
3984, 1992, 12540, 232, 0, 0
3986, 1993, 12541, 232, 0, 0
3988, 1994, 12546, 232, 0, 0
3990, 1995, 12552, 232, 0, 0
3992, 1996, 12539, 232, 0, 0
3994, 1997, 12538, 232, 0, 0
3996, 1998, 12546, 232, 0, 0
3998, 1999, 12553, 232, 0, 0
4000, 2000, 12540, 232, 0, 0
4002, 2001, 12545, 232, 0, 0
4004, 2002, 12549, 232, 0, 0
4006, 2003, 12554, 232, 0, 0
4008, 2004, 12545, 232, 0, 0
4010, 2005, 12545, 232, 0, 0
4012, 2006, 12551, 232, 0, 0
4014, 2007, 12557, 232, 0, 0
4016, 2008, 12547, 232, 0, 0
4018, 2009, 12546, 232, 0, 0
4020, 2010, 12554, 232, 0, 0
4022, 2011, 12557, 232, 0, 0
4024, 2012, 12550, 232, 0, 0
4026, 2013, 12548, 232, 0, 0
4028, 2014, 12557, 232, 0, 0
4030, 2015, 12562, 232, 0, 0
4032, 2016, 12552, 232, 0, 0
4034, 2017, 12549, 232, 0, 0
4036, 2018, 12557, 232, 0, 0
4038, 2019, 12563, 232, 0, 0
4040, 2020, 12552, 232, 0, 0
4042, 2021, 12550, 232, 0, 0
4044, 2022, 12559, 232, 0, 0
4046, 2023, 12565, 232, 0, 0
4048, 2024, 12553, 232, 0, 0
4050, 2025, 12555, 232, 0, 0
4052, 2026, 12559, 232, 0, 0
4054, 2027, 12566, 232, 0, 0
4056, 2028, 12558, 232, 0, 0
4058, 2029, 12557, 232, 0, 0
4060, 2030, 12561, 232, 0, 0
4062, 2031, 12567, 232, 0, 0
4064, 2032, 12559, 232, 0, 0
4066, 2033, 12560, 232, 0, 0
4068, 2034, 12563, 232, 0, 0
4070, 2035, 12570, 232, 0, 0
4072, 2036, 12563, 232, 0, 0
4074, 2037, 12562, 232, 0, 0
4076, 2038, 12564, 232, 0, 0
4078, 2039, 12570, 232, 0, 0
4080, 2040, 12564, 232, 0, 0
4082, 2041, 12565, 232, 0, 0
4084, 2042, 12564, 232, 0, 0
4086, 2043, 12571, 232, 0, 0
4088, 2044, 12566, 232, 0, 0
4090, 2045, 12566, 232, 0, 0
4092, 2046, 12567, 232, 0, 0
4094, 2047, 12574, 232, 0, 0
4096, 2048, 12578, 232, 0, 0
4098, 2049, 12566, 232, 0, 0
4100, 2050, 12568, 232, 0, 0
4102, 2051, 12573, 232, 0, 0
4104, 2052, 12581, 232, 0, 0
4106, 2053, 12571, 232, 0, 0
4108, 2054, 12570, 232, 0, 0
4110, 2055, 12574, 232, 0, 0
4112, 2056, 12580, 232, 0, 0
4114, 2057, 12572, 232, 0, 0
4116, 2058, 12571, 232, 0, 0
4118, 2059, 12572, 232, 0, 0
4120, 2060, 12581, 232, 0, 0
4122, 2061, 12573, 232, 0, 0
4124, 2062, 12573, 232, 0, 0
4126, 2063, 12576, 232, 0, 0
4128, 2064, 12586, 232, 0, 0
4130, 2065, 12593, 232, 0, 0
4132, 2066, 12580, 232, 0, 0
4134, 2067, 12579, 232, 0, 0
4136, 2068, 12582, 232, 0, 0
4138, 2069, 12587, 232, 0, 0
4140, 2070, 12577, 232, 0, 0
4142, 2071, 12576, 232, 0, 0
4144, 2072, 12579, 232, 0, 0
4146, 2073, 12586, 232, 0, 0
4148, 2074, 12581, 232, 0, 0
4150, 2075, 12580, 232, 0, 0
4152, 2076, 12583, 232, 0, 0
4154, 2077, 12588, 232, 0, 0
4156, 2078, 12595, 232, 0, 0
4158, 2079, 12583, 232, 0, 0
4160, 2080, 12585, 232, 0, 0
4162, 2081, 12588, 232, 0, 0
4164, 2082, 12595, 232, 0, 0
4166, 2083, 12584, 232, 0, 0
4168, 2084, 12586, 232, 0, 0
4170, 2085, 12586, 232, 0, 0
4172, 2086, 12593, 232, 0, 0
4174, 2087, 12587, 232, 0, 0
4176, 2088, 12587, 232, 0, 0
4178, 2089, 12588, 232, 0, 0
4180, 2090, 12596, 232, 0, 0
4182, 2091, 12600, 232, 0, 0
4184, 2092, 12589, 232, 0, 0
4186, 2093, 12588, 232, 0, 0
4188, 2094, 12594, 232, 0, 0
4190, 2095, 12601, 232, 0, 0
4192, 2096, 12591, 232, 0, 0
4194, 2097, 12593, 232, 0, 0
4196, 2098, 12594, 232, 0, 0
4198, 2099, 12599, 232, 0, 0
4200, 2100, 12593, 232, 0, 0
4202, 2101, 12593, 232, 0, 0
4204, 2102, 12596, 232, 0, 0
4206, 2103, 12600, 232, 0, 0
4208, 2104, 12605, 232, 0, 0
4210, 2105, 12595, 232, 0, 0
4212, 2106, 12594, 232, 0, 0
4214, 2107, 12600, 232, 0, 0
4216, 2108, 12606, 232, 0, 0
4218, 2109, 12598, 232, 0, 0
4220, 2110, 12598, 232, 0, 0
4222, 2111, 12599, 232, 0, 0
4224, 2112, 12604, 232, 0, 0
4226, 2113, 12611, 232, 0, 0
4228, 2114, 12603, 232, 0, 0
4230, 2115, 12598, 232, 0, 0
4232, 2116, 12604, 232, 0, 0
4234, 2117, 12613, 232, 0, 0
4236, 2118, 12602, 232, 0, 0
4238, 2119, 12603, 232, 0, 0
4240, 2120, 12607, 232, 0, 0
4242, 2121, 12608, 232, 0, 0
4244, 2122, 12615, 232, 0, 0
4246, 2123, 12603, 232, 0, 0
4248, 2124, 12604, 232, 0, 0
4250, 2125, 12608, 232, 0, 0
4252, 2126, 12615, 232, 0, 0
4254, 2127, 12606, 232, 0, 0
4256, 2128, 12606, 232, 0, 0
4258, 2129, 12607, 232, 0, 0
4260, 2130, 12613, 232, 0, 0
4262, 2131, 12618, 232, 0, 0
4264, 2132, 12607, 232, 0, 0
4266, 2133, 12607, 232, 0, 0
4268, 2134, 12610, 232, 0, 0
